"address","latitude","longitude","business_name"
"24313 Grand River Ave.","42.4252281189","-83.2805404663","F.D. & Sons Hardware"
"22326 Grand River Ave.","42.4185295105","-83.2614288330","Furniture & Beyond"
"18450 Grand River Ave.","42.4026679993","-83.2223663330","Hardware Express"
"14319 Greenfield Rd.","42.3920440674","-83.1989288330","Little Caesars"
"21651 W. Eight Mile Rd.","42.4427909851","-83.2579269409","Hydro Giant"
"14050 Telegraph Rd.","42.4393844604","-83.2793350220","Merry Maids"
"15847 Greenfield Rd.","42.4072456360","-83.1990356445","Metro Building Materials"
"22233 Fenkell Ave.","42.4001083374","-83.2600097656","Mills Heating & Cooling"
"20551 Grand River Ave.","42.4108467102","-83.2440719604","Chops Bar & Grill"
"18429 W. Eight Mile Rd.","42.4438591003","-83.2242736816","Modern World Coatings"
"23660 Grand River Ave.","42.4233322144","-83.2734909058","National Heating and Cooling"
"24501 Grand River Ave.","42.4262542725","-83.2829971313","City Limits Bar & Grill"
"15372 Telegraph Rd.","42.4015312195","-83.2764511108","P.A.R. Industries"
"18910 W. Seven Mile Rd.","42.4301681519","-83.2280578613","Crown 7"
"21201 W. Eight Mile Rd.","42.4430999756","-83.2529754639","Park Furniture"
"21633 W. Eight Mile Rd.","42.4428787231","-83.2571029663","Friends Cocktail Lounge"
"24377 W. Eight Mile Rd.","42.4423942566","-83.2832641602","Plumbers Wholesale"
"16120 Telegraph Rd.","42.4393844604","-83.2793350220","Galaxy Liquor"
"18447 Grand River Rd.","42.4031486511","-83.2245330811","Rent-A-Center"
"17461 Telegraph Rd.","42.4190101624","-83.2778701782","Grand House of Liquor"
"20211 Schoolcraft ave.","42.3859214783","-83.2391204834","House of Vino"
"15730 Telegraph Rd.","42.4039535522","-83.2764892578","Royal Cabinets"
"14104 Greenfield Rd.","42.3895683289","-83.1971206665","Lavish Bar & Grill"
"21559 W. Eight Mile Rd.","42.4430618286","-83.2563552856","Liquor Depot"
"17631 Grand River Ave.","42.3996315002","-83.2157974243","Sam's Appliances"
"19137 W. Seven Mile Rd.","42.4295120239","-83.2304534912","Martell Liquor"
"19411 Schoolcraft Rd.","42.3861465454","-83.2324905396","Tamim Wood Decoration"
"17200 W. McNichols Rd.","42.4159355164","-83.2122726440","Mega Liquor"
"12900 Evergreen Rd.","42.3831024170","-83.2363586426","TDR Custom Stone"
"18910 W. Seven Mile Rd.","42.4301681519","-83.2280578613","Motown Food & Liquor"
"18901 Grand River Ave.","42.4038238525","-83.2268753052","The Garden Bug"
"24587 W. Eight Mile Rd.","42.4422874451","-83.2850036621","Opyum Lounge"
"23841 Grand River Ave.","42.4236488342","-83.2760238647","Thrifty Florists"
"16342 W. McNichols Rd.","42.4158325195","-83.2084274292","Princess Superette Market"
"15305 Schoolcraft Ave.","42.3869781494","-83.1958694458","Wesley Berry Flowers"
"21320 W. Seven Mile Rd.","42.4296264648","-83.2527084351","Quick Pack Food Store"
"15740 Telegraph Rd.","42.4039115906","-83.2764892578","Wright Steel Fabricators"
"18401 W. Eight Mile Rd.","42.4438705444","-83.2238235474","Roseland Bar & Grill"
"23500 W. Seven Mile Rd.","42.4298553467","-83.2709503174","Children of Grace Montessori"
"18300 W. Seven Mile Rd.","42.4302368164","-83.2218780518","Star Life Bar & Grill"
"19900 Evergreen Rd.","42.4371032715","-83.2383270264","The Children's Center Head Start Academy & Development Centers Early Head Start"
"17700 W. Seven Mile Rd.","42.4303092957","-83.2174072266","Timmy's Beer & Wine"
"17321 Telegraph Rd.","42.4172401428","-83.2778015137","Development Centers"
"22040 W. Seven Mile Rd.","42.4294166565","-83.2592697144","United Party Shoppe"
"19205 Schoolcraft Ave.","42.3863563538","-83.2297592163","Vickie's Bar & Grill"
"21200 W. Seven Mile Rd.","42.4293365479","-83.2510604858","Westbrook Party Store"
"17005 Grand River Ave.","42.4074821472","-83.2353134155","Arrow Office Supply"
"14900 Telegraph Rd.","42.3797035217","-83.2754211426","Contractors Fence and Gate Services"
"15440 Telegraph Rd.","42.3797035217","-83.2754211426","Cube Smart Shelf Storage"
"21320 W. Seven Mile Rd.","42.4296264648","-83.2527084351","Daniel's Glass Inc."
"19440 Glendale St.","42.3824462891","-83.2338867188","Dearborn Midwest Conveyor"
"12801 Auburn St.","42.3819885254","-83.2348480225","FutureNet Group Inc."
"19120 Grand River Ave.","42.4053878784","-83.2292175293","Grand River WorkPlace"
"19001 Glendale St.","42.3807640076","-83.2276992798","Kamps Pallets"
"19200 Glendale St.","42.3826522827","-83.2293319702","Martinrea International"
"12850 Mansfield St.","42.3829765320","-83.2035827637","Michigan Steel Spring"
"18000 W. Seven Mile Rd.","42.4286804199","-83.2854080200","STS Financial Service Notary Independent Wealth"
"19845 W. Mc Nichols Rd.","42.4150619507","-83.2373733521","Tiki Balloons"
"24429 Grand River Ave.","42.4258384705","-83.2820281982","Westcott Veterinary Care Center"
"22476 Grand River Ave.","42.4192581177","-83.2635040283","Wright Motion Quality Services"
"17641 W McNichols Rd","42.4153785706","-83.2164535522","Northwest Animal Clinic,"
"19145 Telegraph Rd.","42.4300155640","-83.2785186768","Uni Dry Cleaning"
"20233 W. Seven Mile Rd.","42.4292221069","-83.2414779663","Prime 40 Minute Cleaners"
"21215 Grand River Ave.","42.4132804871","-83.2502899170","New Quality 40 Minute Cleaners"
"24235 W. Seven Mile Rd.","42.4286155701","-83.2799301147","Mai Kai Cleaners"
"19000 W. Seven Mile Rd.","42.4301567078","-83.2288208008","Mercedes Cleaners"
"19401 W. Seven Mile Rd.","42.4294433594","-83.2336044312","Aspen Cleaners"
"16715 Grand River Ave.","42.3973617554","-83.2107772827","Magic 40 min Cleaners"
"20416 W. Seven Mile Rd.","42.4297485352","-83.2436447144","Stout Cleaners"
"17301 W McNichols Rd.","42.4154357910","-83.2134475708","Pasta Bowl"
"18577 Grand River Ave.","42.4030380249","-83.2247009277","38 Minute Indian Village Cleaners"
"17308 Grand River Ave.","42.3988342285","-83.2129821777","Elegant Dry Cleaners"
"14486 Greenfield Rd.","42.3939590454","-83.1977081299","Discount Uniforms & More inc"
"15280 Grand River Ave.","42.3919944763","-83.1957778931","Foot Locker"
"20280 W. Seven Mile Rd.","42.4299049377","-83.2420425415","Foot Locker"
"22050 W. Seven Mile Rd.","42.4291687012","-83.2589721680","Graphic designs"
"18722 Grand River Ave.","42.4039802551","-83.2257156372","Hollywood Hosiery"
"15530 Grand River Ave.","42.3942375183","-83.1991882324","J-Bees"
"19642 W. Seven Mile Rd.","42.4298934937","-83.2364273071","Jazz Me Couture"
"15364 Grand River Ave.","42.3924827576","-83.1969757080","Kids Foot Locker"
"18256 W. McNichols Rd.","42.4157371521","-83.2212295532","Above All Creations: Custom Cakes"
"20202 W. Seven Mile Rd.","42.4307556152","-83.2414627075","H & R Block"
"18415 W. Seven Mile Rd.","42.4295921326","-83.2235870361","Hot Wheel City"
"13511 Greenfield Rd.","42.3850669861","-83.1984024048","Joe's Auto Clinic"
"21431 Grand River Ave.","42.4120445251","-83.2527542114","Huntington Bank"
"24671 Grand River Ave.","42.4272613525","-83.2854080200","Dairy Queen"
"19231 Grand River Ave","42.4055747986","-83.2310485840","Elias Donuts"
"19242 W. Seven Mile Rd.","42.4300117493","-83.2319335938","Kakes by Blossom"
"18601 W. Mc Nichols Rd.","42.4151840210","-83.2245025635","Knudsen's Bakery"
"15928 Grand River Ave.","42.3945846558","-83.2029953003","Leddy's Candy Store (Janco Distributors Inc.)"
"18929 Schoolcraft Ave.","42.3862457275","-83.2266235352","Pinky's Suga Shack"
"17346 Lahser Rd.","42.4173698425","-83.2572097778","Simply Divine Baking"
"17337 Lahser Rd.","42.4171752930","-83.2579803467","Sweet Potato Sensations"
"18927 W. Seven Mile Rd.","42.4296112061","-83.2282104492","Trendy Treatz"
"19215 W McNichols Rd","42.4149856567","-83.2307891846","The Cake Lady"
"14223 Greenfield Rd.","42.3909873962","-83.1987075806","Can You Picture This?"
"21706 Grand River Ave.","42.4160690308","-83.2564315796","G & R Biker Shop"
"19560 Grand River Ave.","42.4076232910","-83.2347412109","Pages Bookshop"
"19990 Telegraph Rd.","42.4370689392","-83.2757797241","U-Haul Moving and Storage"
"12843 Artesian St.","42.3824729919","-83.2273941040","Artesian Farms"
"20109 W. Eight Mile Rd.","42.4434890747","-83.2409896851","Liberty Tax Service"
"20255 Grand River Ave.","42.4093017578","-83.2403945923","Coin-o-Matic Laundromat"
"19200 Schoolcraft Ave.","42.3867225647","-83.2299957275","Kassey's Auto Repair"
"16300 W. Mc Nichols Rd.","42.4158401489","-83.2079925537","Cristy's Cleaners"
"22722 Grand River Ave.","42.4195213318","-83.2650375366","Marina Auto Sales"
"18335 W. Seven Mile Rd.","42.4296722412","-83.2225875854","Marv’s Salvage Tire & Wheels"
"16700 Grand River Ave.","42.3980712891","-83.2106781006","Day's 40 Minute Cleaners"
"14170 Greenfield Rd.","42.3905220032","-83.1977462769","Master Car Care"
"20226 W. Mc Nichols Rd.","42.4150123596","-83.2404022217","Trinity Chapel Funeral Home"
"14751 W. Mc Nichols Rd.","42.4160690308","-83.1916275024","Swanson Funeral Home"
"18955 Telegraph Rd.","42.4272041321","-83.2783584595","Mr. Muffler"
"19530 W. Seven Mile Rd.","42.4299659729","-83.2353668213","Peace Funeral Home"
"13531 Greenfield Rd.","42.3852844238","-83.1983718872","Mr. Quicks Kustomz"
"22401 Grand River Ave.","42.4181404114","-83.2628479004","Ellis Funeral Home"
"22251 Grand River Ave.","42.4174232483","-83.2607879639","National Tires & Auto Repair"
"18552 Lahser Rd.","42.4255867004","-83.2581710815","Mt. Hazel Cemetery"
"24253 Grand River Ave.","42.4249038696","-83.2797317505","Nick's New & Used Tire Shop"
"23501 Grand River Ave.","42.4211883545","-83.2714767456","Grand Lawn Cemetery"
"16444 Evergreen Rd.","42.4093055725","-83.2374038696","O'Reilly Auto Parts"
"14225 Greenfield Rd.","42.3909873962","-83.1987075806","D'Asylum Tattoos"
"23350 Grand River Ave.","42.4217109680","-83.2691955566","Oakwood Car Center"
"18218 W. Mc Nichols Rd.","42.4157333374","-83.2206039429","Blaq Ink Tattoos"
"14527 Greenfield Rd.","42.3948516846","-83.1988906860","Perfect Auto Repair"
"18714 Grand River Ave.","42.4038352966","-83.2259216309","Body Candy Tattoo Studio"
"19401 W. Eight Mile Rd.","42.4435653687","-83.2347488403","Pro-Tech Complete Auto Repair"
"19845 W. Mc Nichols Rd.","42.4150619507","-83.2373733521","Detroit Ink Spot Tattoos"
"20401 W. Eight Mile Rd.","42.4433746338","-83.2445373535","Quaker State/City Lube Oil Change"
"18711 Grand River Ave","42.4034805298","-83.2257690430","Allstate Insurance: Shauna Johnson"
"16200 W. McNichols Rd.","42.4161338806","-83.2072219849","Ray's Auto Repair"
"20201 W. Eight Mile Rd.","42.4433784485","-83.2421188354","Redford Auto Repair"
"20335 W. Eight Mile Rd.","42.4435882568","-83.2434921265","Redford Auto Repair"
"17245 Telegraph Rd.","42.4164466858","-83.2778930664","Rent A Jalopy Car Dealership"
"21101 W. Eight Mile Rd.","42.4430656433","-83.2508392334","RJ Auto Sales"
"12700 Greenfield Rd.","42.3819885254","-83.1972579956","Sal's Auto Parts"
"22000 Fenkell Ave.","42.4005928040","-83.2572937012","Sam's Tire Supply"
"19400 Grand River Ave","42.4068183899","-83.2326965332","Save on Tire"
"21501 W. Eight Mile Rd.","42.4430313110","-83.2554855347","Second Chance Auto Sales"
"18925 Telegraph Rd.","42.4272041321","-83.2783584595","Sound & Secure"
"16160 Telegraph Rd.","42.4083786011","-83.2762985229","The Collision Shop"
"18645 W. Eight Mile Rd.","42.4437904358","-83.2267456055","The Collision Shop"
"19001 W. Seven Mile Rd.","42.4295616150","-83.2287902832","The New VIP Car Wash"
"17203 Telegraph Rd.","42.4160881042","-83.2777633667","The Oil Exchange"
"15501 W. McNichols Rd.","42.4159278870","-83.1993560791","The Oil Exchange"
"19841 W. Eight Mile Rd.","42.4435348511","-83.2388916016","The Oil Exchange"
"19234 W. Seven Mile Rd.","42.4300041199","-83.2317352295","Top Notch Auto Sales"
"24310 Grand River Ave.","42.4259719849","-83.2806854248","Twins Auto Sales"
"20615 W. Seven Mile Rd.","42.4291229248","-83.2456588745","United Car Company"
"20615 W. Seven Mile Rd.","42.4291229248","-83.2456588745","United Collision Auto Repair"
"22365 Grand River Ave.","42.4179687500","-83.2623062134","Nicky D's"
"22541 Grand River Ave.","42.4189987183","-83.2648239136","United Transmission"
"21101 W. Seven Mile Rd.","42.4289131165","-83.2501373291","Wesley Auto Sales"
"17373 Lahser Road","42.4175567627","-83.2579116821","Details Auto Salon"
"20250 W. Seven Mile Rd.","42.4307556152","-83.2414627075","Apollo Market"
"24689 W. Seven Mile Rd.","42.4285926819","-83.2848281860","Darou Salam African Market"
"20727 W. Seven Mile Rd.","42.4286804199","-83.2854080200","Family African Market"
"14040 Greenfield Rd.","42.3891258240","-83.1971664429","Food Giant"
"19150 Telegraph Rd.","42.4298095703","-83.2762832642","Glory Supermarket"
"21431 Grand River Ave.","42.4120445251","-83.2527542114","Meijer"
"16435 W. McNichols Rd.","42.4154930115","-83.2098312378","Mini Mart Specialty Meats"
"18445 Scarsdale St.","42.4072952271","-83.2234878540","Northwest Detroit Farmer's Market"
"21673 Grand River Ave.","42.4156761169","-83.2566833496","Old Redford Food Center"
"18551 Grand River Ave.","42.4025650024","-83.2242660522","Royal Fresh Market"
"17021 Schoolcraft Ave.","42.3864860535","-83.2143936157","Superland"
"20204 W. Seven Mile Rd.","42.4307556152","-83.2414627075","L.A. Insurance"
"15601 Grand River Ave.","42.3927497864","-83.1997451782","LA Insurance"
"21400 W McNichols Rd.","42.4150123596","-83.2528686523","LA Insurance"
"21745 W. Eight Mile Rd.","42.4427909851","-83.2579269409","LA Insurance"
"20037 W. Eight Mile Rd.","42.4435539246","-83.2403259277","Insurance Giant"
"19203 Grand River Ave","42.4054565430","-83.2307434082","John Cash-State Farm Insurance"
"18278 Grand River Ave.","42.4020729065","-83.2209701538","Image Masterz"
"15627 W. McNichols Rd.","42.4156417847","-83.2013473511","Crystal Clear Images"
"18461 W. McNichols Rd.","42.4151878357","-83.2241210938","Digimax Printing"
"19131 Telegraph Rd.","42.4300155640","-83.2785186768","A-1 Check Cashing"
"19135 Telegraph Rd.","42.4300155640","-83.2785186768","Advance America"
"17540 Grand River Ave.","42.3993644714","-83.2148208618","Bank of America"
"19150 Telegraph Rd.","42.4298095703","-83.2762832642","Best Bank"
"19528 Schoolcraft Ave.","42.3865203857","-83.2339019775","Brooks Income Taxes"
"14114 Telegraph Rd.","42.3868446350","-83.2748794556","Cash Connection"
"18203 Fenkell St","42.4008560181","-83.2197265625","Chase Bank"
"19301 W. McNichols Rd","42.4150276184","-83.2322387695","Chase Bank (ATM)"
"18285 Grand River Ave","42.4014663696","-83.2212295532","Chase Bank Drive Up"
"14305 Greenfield Rd.","42.3920440674","-83.1989288330","Check 'N Go"
"20154 W. Seven Mile Rd.","42.4295921326","-83.2403488159","Check 'N Go"
"21500 Grand River Ave.","42.4154052734","-83.2541046143","Citizens Bank"
"19333 W. Eight Mile Rd.","42.4420661926","-83.3048934937","Comerica Bank ATM"
"14615 Fenkell Ave.","42.4017562866","-83.1891098022","Comerica Bank ATM"
"19401 Grand River Ave.","42.4062690735","-83.2330245972","Comerica Bank"
"18570 Grand River Ave.","42.4034805298","-83.2243270874","Community First Tax Service"
"19111 Telegraph Rd.","42.4300155640","-83.2785186768","Fifth Third Bank"
"21645 W. Eight Mile Rd.","42.4427909851","-83.2579269409","Liberty Tax Services"
"20300 W. Seven Mile Rd.","42.4299049377","-83.2420425415","PNC Bank"
"23800 Grand River Ave.","42.4239997864","-83.2754440308","Primerica Financial Services"
"23851 W. Seven Mile Rd.","42.4289207458","-83.2760696411","National Tax Service"
"19640 Grand River Ave.","42.4080009460","-83.2357482910","National Tax Service"
"21900 W. Seven Mile Rd.","42.4291801453","-83.2578887939","The Tax Experts"
"20206 W. Seven Mile Rd.","42.4307556152","-83.2414627075","ABASSE Sportswear"
"16317 Grand River Ave.","42.3961105347","-83.2075576782","Affordable Elegant Fashion"
"16006 W McNichols Rd","42.4159049988","-83.2048263550","B & BT Shirt Factory,"
"17631 Grand River Ave.","42.3996315002","-83.2157974243","Crown Jewels Boutique"
"18919 Schoolcraft Ave.","42.3862266541","-83.2264862061","Dirty D Cycle Shop"
"14127 Greenfield Rd.","42.3898391724","-83.1985778809","Metro PCS"
"20270 W. Seven Mile Rd.","42.4299049377","-83.2420425415","Metro PCS"
"15999 Greenfield Rd.","42.4081192017","-83.1990661621","Metro PCS"
"19191 Telegraph Rd.","42.4300155640","-83.2785186768","Sprint (Detroit Super Center Corp)"
"16026 W. McNichols Rd.","42.4160804749","-83.2052764893","Top Notch Wireless"
"16706 Telegraph Rd.","42.4106445313","-83.2767486572","Universal LED Signs & Lighting"
"18225 W. Eight Mile Rd.","42.4439201355","-83.2218780518","VIP Wireless"
"21613 W. Eight Mile Rd.","42.4430656433","-83.2567214966","Wireless Champs/Metro PCS"
"18940 W. Seven Mile Rd.","42.4301605225","-83.2284851074","Wireless Pittstop"
"14313 Grand River Ave.","42.3872337341","-83.1850509644","Buckley's Pharmacy"
"18901 W. Eight Mile Rd.","42.4437370300","-83.2284774780","CVS Pharmacy"
"18585 Dale St.","42.4252357483","-83.2770462036","CVS Pharmacy"
"22001 W. Eight Mile Rd.","42.4427223206","-83.2594757080","CVS Pharmacy"
"18500 Grand River Ave.","42.4034767151","-83.2250442505","CVS Pharmacy"
"22711 Grand River Ave.","42.4192810059","-83.2658233643","DaVita Redford Dialysis"
"20429 W. Seven Mile Rd.","42.4291572571","-83.2437515259","Dennis Rogers Dental Office"
"20944 Grand River Ave.","42.4129867554","-83.2482757568","Detroit Wholistic Center"
"19900 Evergreen Rd","42.4371032715","-83.2383270264","Development Centers"
